Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/21/2016 11:36:15 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_8906_54 ****

Allele  Count    Hets     Homs     Freq  
     1     2091      937      577  0.5384
     2     1793      937      428  0.4616

Number of individuals typed:                                1942
  Heterozygotes:                                             937
  Homozygotes:                                              1005
Number of alleles:                                             2
Observed heterozygosity:                                       0.4825
Expected heterozygosity:                                       0.4972
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8765
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3765
Average non-exclusion probability (sib identity):              0.5956


**** Locus dDocent_Contig_9137_103 ****

Allele  Count    Hets     Homs     Freq  
     1     2105      963      571  0.5451
     2     1757      963      397  0.4549

Number of individuals typed:                                1931
  Heterozygotes:                                             963
  Homozygotes:                                               968
Number of alleles:                                             2
Observed heterozygosity:                                       0.4987
Expected heterozygosity:                                       0.4961
Polymorphic information content (PIC):                         0.3730
Average non-exclusion probability (first parent):              0.8770
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7200
Average non-exclusion probability (identity):                  0.3771
Average non-exclusion probability (sib identity):              0.5963


**** Locus dDocent_Contig_9267_19 ****

Allele  Count    Hets     Homs     Freq  
     1     2140      924      608  0.5527
     2     1732      924      404  0.4473

Number of individuals typed:                                1936
  Heterozygotes:                                             924
  Homozygotes:                                              1012
Number of alleles:                                             2
Observed heterozygosity:                                       0.4773
Expected heterozygosity:                                       0.4946
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_9267_128 ****

Allele  Count    Hets     Homs     Freq  
     1     1832      932      450  0.4731
     2     2040      932      554  0.5269

Number of individuals typed:                                1936
  Heterozygotes:                                             932
  Homozygotes:                                              1004
Number of alleles:                                             2
Observed heterozygosity:                                       0.4814
Expected heterozygosity:                                       0.4987
Polymorphic information content (PIC):                         0.3743
Average non-exclusion probability (first parent):              0.8757
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3757
Average non-exclusion probability (sib identity):              0.5947


**** Locus dDocent_Contig_9273_49 ****

Allele  Count    Hets     Homs     Freq  
     1     1951      915      518  0.5070
     2     1897      915      491  0.4930

Number of individuals typed:                                1924
  Heterozygotes:                                             915
  Homozygotes:                                              1009
Number of alleles:                                             2
Observed heterozygosity:                                       0.4756
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_9411_105 ****

Allele  Count    Hets     Homs     Freq  
     1     1833      929      452  0.4724
     2     2047      929      559  0.5276

Number of individuals typed:                                1940
  Heterozygotes:                                             929
  Homozygotes:                                              1011
Number of alleles:                                             2
Observed heterozygosity:                                       0.4789
Expected heterozygosity:                                       0.4986
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5947


**** Locus dDocent_Contig_9416_106 ****

Allele  Count    Hets     Homs     Freq  
     1     2234      860      687  0.5821
     2     1604      860      372  0.4179

Number of individuals typed:                                1919
  Heterozygotes:                                             860
  Homozygotes:                                              1059
Number of alleles:                                             2
Observed heterozygosity:                                       0.4482
Expected heterozygosity:                                       0.4867
Polymorphic information content (PIC):                         0.3682
Average non-exclusion probability (first parent):              0.8816
Average non-exclusion probability (second parent):             0.8159
Average non-exclusion probability (parent pair):               0.7230
Average non-exclusion probability (identity):                  0.3820
Average non-exclusion probability (sib identity):              0.6022


**** Locus dDocent_Contig_9433_128 ****

Allele  Count    Hets     Homs     Freq  
     1     2241      935      653  0.5779
     2     1637      935      351  0.4221

Number of individuals typed:                                1939
  Heterozygotes:                                             935
  Homozygotes:                                              1004
Number of alleles:                                             2
Observed heterozygosity:                                       0.4822
Expected heterozygosity:                                       0.4880
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8810
Average non-exclusion probability (second parent):             0.8156
Average non-exclusion probability (parent pair):               0.7226
Average non-exclusion probability (identity):                  0.3813
Average non-exclusion probability (sib identity):              0.6014


**** Locus dDocent_Contig_9584_115 ****

Allele  Count    Hets     Homs     Freq  
     1     2023      899      562  0.5282
     2     1807      899      454  0.4718

Number of individuals typed:                                1915
  Heterozygotes:                                             899
  Homozygotes:                                              1016
Number of alleles:                                             2
Observed heterozygosity:                                       0.4695
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5947


**** Locus dDocent_Contig_9683_48 ****

Allele  Count    Hets     Homs     Freq  
     1     1842      950      446  0.4784
     2     2008      950      529  0.5216

Number of individuals typed:                                1925
  Heterozygotes:                                             950
  Homozygotes:                                               975
Number of alleles:                                             2
Observed heterozygosity:                                       0.4935
Expected heterozygosity:                                       0.4992
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5943


**** Locus dDocent_Contig_9808_27 ****

Allele  Count    Hets     Homs     Freq  
     1     2242      934      654  0.5860
     2     1584      934      325  0.4140

Number of individuals typed:                                1913
  Heterozygotes:                                             934
  Homozygotes:                                               979
Number of alleles:                                             2
Observed heterozygosity:                                       0.4882
Expected heterozygosity:                                       0.4853
Polymorphic information content (PIC):                         0.3675
Average non-exclusion probability (first parent):              0.8823
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3827
Average non-exclusion probability (sib identity):              0.6031


**** Locus dDocent_Contig_9854_121 ****

Allele  Count    Hets     Homs     Freq  
     1     2199      919      640  0.5688
     2     1667      919      374  0.4312

Number of individuals typed:                                1933
  Heterozygotes:                                             919
  Homozygotes:                                              1014
Number of alleles:                                             2
Observed heterozygosity:                                       0.4754
Expected heterozygosity:                                       0.4907
Polymorphic information content (PIC):                         0.3702
Average non-exclusion probability (first parent):              0.8797
Average non-exclusion probability (second parent):             0.8149
Average non-exclusion probability (parent pair):               0.7217
Average non-exclusion probability (identity):                  0.3799
Average non-exclusion probability (sib identity):              0.5997


**** Locus dDocent_Contig_9912_29 ****

Allele  Count    Hets     Homs     Freq  
     1     2087      937      575  0.5415
     2     1767      937      415  0.4585

Number of individuals typed:                                1927
  Heterozygotes:                                             937
  Homozygotes:                                               990
Number of alleles:                                             2
Observed heterozygosity:                                       0.4862
Expected heterozygosity:                                       0.4967
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3767
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_10072_117 ****

Allele  Count    Hets     Homs     Freq  
     1     1965      911      527  0.5131
     2     1865      911      477  0.4869

Number of individuals typed:                                1915
  Heterozygotes:                                             911
  Homozygotes:                                              1004
Number of alleles:                                             2
Observed heterozygosity:                                       0.4757
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_10117_139 ****

Allele  Count    Hets     Homs     Freq  
     1     1734      870      432  0.4566
     2     2064      870      597  0.5434

Number of individuals typed:                                1899
  Heterozygotes:                                             870
  Homozygotes:                                              1029
Number of alleles:                                             2
Observed heterozygosity:                                       0.4581
Expected heterozygosity:                                       0.4964
Polymorphic information content (PIC):                         0.3731
Average non-exclusion probability (first parent):              0.8769
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7199
Average non-exclusion probability (identity):                  0.3769
Average non-exclusion probability (sib identity):              0.5961


**** Locus dDocent_Contig_10163_54 ****

Allele  Count    Hets     Homs     Freq  
     1     2194      892      651  0.5714
     2     1646      892      377  0.4286

Number of individuals typed:                                1920
  Heterozygotes:                                             892
  Homozygotes:                                              1028
Number of alleles:                                             2
Observed heterozygosity:                                       0.4646
Expected heterozygosity:                                       0.4899
Polymorphic information content (PIC):                         0.3699
Average non-exclusion probability (first parent):              0.8800
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7219
Average non-exclusion probability (identity):                  0.3802
Average non-exclusion probability (sib identity):              0.6002


**** Locus dDocent_Contig_10328_59 ****

Allele  Count    Hets     Homs     Freq  
     1     2055      901      577  0.5371
     2     1771      901      435  0.4629

Number of individuals typed:                                1913
  Heterozygotes:                                             901
  Homozygotes:                                              1012
Number of alleles:                                             2
Observed heterozygosity:                                       0.4710
Expected heterozygosity:                                       0.4974
Polymorphic information content (PIC):                         0.3736
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3764
Average non-exclusion probability (sib identity):              0.5955


**** Locus dDocent_Contig_10328_121 ****

Allele  Count    Hets     Homs     Freq  
     1     2105      883      611  0.5502
     2     1721      883      419  0.4498

Number of individuals typed:                                1913
  Heterozygotes:                                             883
  Homozygotes:                                              1030
Number of alleles:                                             2
Observed heterozygosity:                                       0.4616
Expected heterozygosity:                                       0.4951
Polymorphic information content (PIC):                         0.3725
Average non-exclusion probability (first parent):              0.8775
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7203
Average non-exclusion probability (identity):                  0.3776
Average non-exclusion probability (sib identity):              0.5969


**** Locus dDocent_Contig_10330_121 ****

Allele  Count    Hets     Homs     Freq  
     1     2222      902      660  0.5756
     2     1638      902      368  0.4244

Number of individuals typed:                                1930
  Heterozygotes:                                             902
  Homozygotes:                                              1028
Number of alleles:                                             2
Observed heterozygosity:                                       0.4674
Expected heterozygosity:                                       0.4887
Polymorphic information content (PIC):                         0.3692
Average non-exclusion probability (first parent):              0.8807
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7223
Average non-exclusion probability (identity):                  0.3809
Average non-exclusion probability (sib identity):              0.6010


**** Locus dDocent_Contig_10374_122 ****

Allele  Count    Hets     Homs     Freq  
     1     1782      924      429  0.4638
     2     2060      924      568  0.5362

Number of individuals typed:                                1921
  Heterozygotes:                                             924
  Homozygotes:                                               997
Number of alleles:                                             2
Observed heterozygosity:                                       0.4810
Expected heterozygosity:                                       0.4975
Polymorphic information content (PIC):                         0.3737
Average non-exclusion probability (first parent):              0.8763
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3763
Average non-exclusion probability (sib identity):              0.5954


**** Locus dDocent_Contig_10460_87 ****

Allele  Count    Hets     Homs     Freq  
     1     1854      916      469  0.4813
     2     1998      916      541  0.5187

Number of individuals typed:                                1926
  Heterozygotes:                                             916
  Homozygotes:                                              1010
Number of alleles:                                             2
Observed heterozygosity:                                       0.4756
Expected heterozygosity:                                       0.4994
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5942


**** Locus dDocent_Contig_10570_42 ****

Allele  Count    Hets     Homs     Freq  
     1     1595      915      340  0.4130
     2     2267      915      676  0.5870

Number of individuals typed:                                1931
  Heterozygotes:                                             915
  Homozygotes:                                              1016
Number of alleles:                                             2
Observed heterozygosity:                                       0.4738
Expected heterozygosity:                                       0.4850
Polymorphic information content (PIC):                         0.3673
Average non-exclusion probability (first parent):              0.8825
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7235
Average non-exclusion probability (identity):                  0.3829
Average non-exclusion probability (sib identity):              0.6033


**** Locus dDocent_Contig_10570_61 ****

Allele  Count    Hets     Homs     Freq  
     1     1555      887      334  0.4026
     2     2307      887      710  0.5974

Number of individuals typed:                                1931
  Heterozygotes:                                             887
  Homozygotes:                                              1044
Number of alleles:                                             2
Observed heterozygosity:                                       0.4593
Expected heterozygosity:                                       0.4812
Polymorphic information content (PIC):                         0.3653
Average non-exclusion probability (first parent):              0.8843
Average non-exclusion probability (second parent):             0.8173
Average non-exclusion probability (parent pair):               0.7247
Average non-exclusion probability (identity):                  0.3850
Average non-exclusion probability (sib identity):              0.6057


**** Locus dDocent_Contig_10665_66 ****

Allele  Count    Hets     Homs     Freq  
     1     1924      974      475  0.4982
     2     1938      974      482  0.5018

Number of individuals typed:                                1931
  Heterozygotes:                                             974
  Homozygotes:                                               957
Number of alleles:                                             2
Observed heterozygosity:                                       0.5044
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_10674_117 ****

Allele  Count    Hets     Homs     Freq  
     1     1625      887      369  0.4238
     2     2209      887      661  0.5762

Number of individuals typed:                                1917
  Heterozygotes:                                             887
  Homozygotes:                                              1030
Number of alleles:                                             2
Observed heterozygosity:                                       0.4627
Expected heterozygosity:                                       0.4885
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8807
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3810
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_10734_81 ****

Allele  Count    Hets     Homs     Freq  
     1     2210      850      680  0.5782
     2     1612      850      381  0.4218

Number of individuals typed:                                1911
  Heterozygotes:                                             850
  Homozygotes:                                              1061
Number of alleles:                                             2
Observed heterozygosity:                                       0.4448
Expected heterozygosity:                                       0.4879
Polymorphic information content (PIC):                         0.3688
Average non-exclusion probability (first parent):              0.8810
Average non-exclusion probability (second parent):             0.8156
Average non-exclusion probability (parent pair):               0.7226
Average non-exclusion probability (identity):                  0.3813
Average non-exclusion probability (sib identity):              0.6015


**** Locus dDocent_Contig_10915_118 ****

Allele  Count    Hets     Homs     Freq  
     1     1674      960      357  0.4344
     2     2180      960      610  0.5656

Number of individuals typed:                                1927
  Heterozygotes:                                             960
  Homozygotes:                                               967
Number of alleles:                                             2
Observed heterozygosity:                                       0.4982
Expected heterozygosity:                                       0.4915
Polymorphic information content (PIC):                         0.3707
Average non-exclusion probability (first parent):              0.8793
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3794
Average non-exclusion probability (sib identity):              0.5992


**** Locus dDocent_Contig_10932_102 ****

Allele  Count    Hets     Homs     Freq  
     1     2288      896      696  0.5900
     2     1590      896      347  0.4100

Number of individuals typed:                                1939
  Heterozygotes:                                             896
  Homozygotes:                                              1043
Number of alleles:                                             2
Observed heterozygosity:                                       0.4621
Expected heterozygosity:                                       0.4839
Polymorphic information content (PIC):                         0.3668
Average non-exclusion probability (first parent):              0.8830
Average non-exclusion probability (second parent):             0.8166
Average non-exclusion probability (parent pair):               0.7238
Average non-exclusion probability (identity):                  0.3835
Average non-exclusion probability (sib identity):              0.6040


**** Locus dDocent_Contig_10981_64 ****

Allele  Count    Hets     Homs     Freq  
     1     2252      944      654  0.5840
     2     1604      944      330  0.4160

Number of individuals typed:                                1928
  Heterozygotes:                                             944
  Homozygotes:                                               984
Number of alleles:                                             2
Observed heterozygosity:                                       0.4896
Expected heterozygosity:                                       0.4860
Polymorphic information content (PIC):                         0.3678
Average non-exclusion probability (first parent):              0.8820
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7232
Average non-exclusion probability (identity):                  0.3824
Average non-exclusion probability (sib identity):              0.6026


**** Locus dDocent_Contig_11009_7 ****

Allele  Count    Hets     Homs     Freq  
     1     1672      872      400  0.4473
     2     2066      872      597  0.5527

Number of individuals typed:                                1869
  Heterozygotes:                                             872
  Homozygotes:                                               997
Number of alleles:                                             2
Observed heterozygosity:                                       0.4666
Expected heterozygosity:                                       0.4946
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_11215_96 ****

Allele  Count    Hets     Homs     Freq  
     1     2137      941      598  0.5545
     2     1717      941      388  0.4455

Number of individuals typed:                                1927
  Heterozygotes:                                             941
  Homozygotes:                                               986
Number of alleles:                                             2
Observed heterozygosity:                                       0.4883
Expected heterozygosity:                                       0.4942
Polymorphic information content (PIC):                         0.3720
Average non-exclusion probability (first parent):              0.8780
Average non-exclusion probability (second parent):             0.8140
Average non-exclusion probability (parent pair):               0.7206
Average non-exclusion probability (identity):                  0.3780
Average non-exclusion probability (sib identity):              0.5975


**** Locus dDocent_Contig_11341_102 ****

Allele  Count    Hets     Homs     Freq  
     1     1966      908      529  0.5096
     2     1892      908      492  0.4904

Number of individuals typed:                                1929
  Heterozygotes:                                             908
  Homozygotes:                                              1021
Number of alleles:                                             2
Observed heterozygosity:                                       0.4707
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_11395_127 ****

Allele  Count    Hets     Homs     Freq  
     1     2232      940      646  0.5773
     2     1634      940      347  0.4227

Number of individuals typed:                                1933
  Heterozygotes:                                             940
  Homozygotes:                                               993
Number of alleles:                                             2
Observed heterozygosity:                                       0.4863
Expected heterozygosity:                                       0.4882
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8809
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3812
Average non-exclusion probability (sib identity):              0.6013


**** Locus dDocent_Contig_11441_131 ****

Allele  Count    Hets     Homs     Freq  
     1     1767      907      430  0.4582
     2     2089      907      591  0.5418

Number of individuals typed:                                1928
  Heterozygotes:                                             907
  Homozygotes:                                              1021
Number of alleles:                                             2
Observed heterozygosity:                                       0.4704
Expected heterozygosity:                                       0.4966
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3768
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_11524_69 ****

Allele  Count    Hets     Homs     Freq  
     1     1781      931      425  0.4609
     2     2083      931      576  0.5391

Number of individuals typed:                                1932
  Heterozygotes:                                             931
  Homozygotes:                                              1001
Number of alleles:                                             2
Observed heterozygosity:                                       0.4819
Expected heterozygosity:                                       0.4971
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8765
Average non-exclusion probability (second parent):             0.8133
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3765
Average non-exclusion probability (sib identity):              0.5957


**** Locus dDocent_Contig_11524_75 ****

Allele  Count    Hets     Homs     Freq  
     1     1782      932      425  0.4612
     2     2082      932      575  0.5388

Number of individuals typed:                                1932
  Heterozygotes:                                             932
  Homozygotes:                                              1000
Number of alleles:                                             2
Observed heterozygosity:                                       0.4824
Expected heterozygosity:                                       0.4971
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8765
Average non-exclusion probability (second parent):             0.8133
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3765
Average non-exclusion probability (sib identity):              0.5956


**** Locus dDocent_Contig_11579_11 ****

Allele  Count    Hets     Homs     Freq  
     1     2223      933      645  0.5759
     2     1637      933      352  0.4241

Number of individuals typed:                                1930
  Heterozygotes:                                             933
  Homozygotes:                                               997
Number of alleles:                                             2
Observed heterozygosity:                                       0.4834
Expected heterozygosity:                                       0.4886
Polymorphic information content (PIC):                         0.3692
Average non-exclusion probability (first parent):              0.8807
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3810
Average non-exclusion probability (sib identity):              0.6010


**** Locus dDocent_Contig_11709_73 ****

Allele  Count    Hets     Homs     Freq  
     1     1894      898      498  0.4995
     2     1898      898      500  0.5005

Number of individuals typed:                                1896
  Heterozygotes:                                             898
  Homozygotes:                                               998
Number of alleles:                                             2
Observed heterozygosity:                                       0.4736
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_11828_121 ****

Allele  Count    Hets     Homs     Freq  
     1     1725      863      431  0.4607
     2     2019      863      578  0.5393

Number of individuals typed:                                1872
  Heterozygotes:                                             863
  Homozygotes:                                              1009
Number of alleles:                                             2
Observed heterozygosity:                                       0.4610
Expected heterozygosity:                                       0.4970
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8765
Average non-exclusion probability (second parent):             0.8133
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3766
Average non-exclusion probability (sib identity):              0.5957


**** Locus dDocent_Contig_11864_22 ****

Allele  Count    Hets     Homs     Freq  
     1     1682      884      399  0.4371
     2     2166      884      641  0.5629

Number of individuals typed:                                1924
  Heterozygotes:                                             884
  Homozygotes:                                              1040
Number of alleles:                                             2
Observed heterozygosity:                                       0.4595
Expected heterozygosity:                                       0.4922
Polymorphic information content (PIC):                         0.3710
Average non-exclusion probability (first parent):              0.8789
Average non-exclusion probability (second parent):             0.8145
Average non-exclusion probability (parent pair):               0.7212
Average non-exclusion probability (identity):                  0.3790
Average non-exclusion probability (sib identity):              0.5987


**** Locus dDocent_Contig_12186_110 ****

Allele  Count    Hets     Homs     Freq  
     1     1619      941      339  0.4227
     2     2211      941      635  0.5773

Number of individuals typed:                                1915
  Heterozygotes:                                             941
  Homozygotes:                                               974
Number of alleles:                                             2
Observed heterozygosity:                                       0.4914
Expected heterozygosity:                                       0.4882
Polymorphic information content (PIC):                         0.3690
Average non-exclusion probability (first parent):              0.8809
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3812
Average non-exclusion probability (sib identity):              0.6013


**** Locus dDocent_Contig_12235_91 ****

Allele  Count    Hets     Homs     Freq  
     1     1832      944      444  0.4751
     2     2024      944      540  0.5249

Number of individuals typed:                                1928
  Heterozygotes:                                             944
  Homozygotes:                                               984
Number of alleles:                                             2
Observed heterozygosity:                                       0.4896
Expected heterozygosity:                                       0.4989
Polymorphic information content (PIC):                         0.3744
Average non-exclusion probability (first parent):              0.8756
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3756
Average non-exclusion probability (sib identity):              0.5945


**** Locus dDocent_Contig_12284_9 ****

Allele  Count    Hets     Homs     Freq  
     1     1919      943      488  0.4972
     2     1941      943      499  0.5028

Number of individuals typed:                                1930
  Heterozygotes:                                             943
  Homozygotes:                                               987
Number of alleles:                                             2
Observed heterozygosity:                                       0.4886
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_12327_66 ****

Allele  Count    Hets     Homs     Freq  
     1     2279      917      681  0.5957
     2     1547      917      315  0.4043

Number of individuals typed:                                1913
  Heterozygotes:                                             917
  Homozygotes:                                               996
Number of alleles:                                             2
Observed heterozygosity:                                       0.4794
Expected heterozygosity:                                       0.4818
Polymorphic information content (PIC):                         0.3657
Average non-exclusion probability (first parent):              0.8840
Average non-exclusion probability (second parent):             0.8172
Average non-exclusion probability (parent pair):               0.7245
Average non-exclusion probability (identity):                  0.3847
Average non-exclusion probability (sib identity):              0.6053


**** Locus dDocent_Contig_12435_98 ****

Allele  Count    Hets     Homs     Freq  
     1     2293      929      682  0.5913
     2     1585      929      328  0.4087

Number of individuals typed:                                1939
  Heterozygotes:                                             929
  Homozygotes:                                              1010
Number of alleles:                                             2
