Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/19/2015 1:14:58 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
Observed heterozygosity:                                       0.2618
Expected heterozygosity:                                       0.2571
Polymorphic information content (PIC):                         0.2239
Average non-exclusion probability (first parent):              0.9670
Average non-exclusion probability (second parent):             0.8881
Average non-exclusion probability (parent pair):               0.8129
Average non-exclusion probability (identity):                  0.5852
Average non-exclusion probability (sib identity):              0.7679
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0621
  Degrees of freedom:                                          1
  P-value:                                                     0.8032
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0095


**** Locus dDocent_Contig_126120 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      754      186      284  0.7647  0.7828
     2      232      186       23  0.2353  0.2409

Number of individuals typed:                                 493
  Heterozygotes:                                             186
  Homozygotes:                                               307
Number of alleles:                                             2
Observed heterozygosity:                                       0.3773
Expected heterozygosity:                                       0.3602
Polymorphic information content (PIC):                         0.2951
Average non-exclusion probability (first parent):              0.9352
Average non-exclusion probability (second parent):             0.8524
Average non-exclusion probability (parent pair):               0.7671
Average non-exclusion probability (identity):                  0.4745
Average non-exclusion probability (sib identity):              0.6887
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.9041
  Degrees of freedom:                                          1
  P-value:                                                     0.3417
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0236


**** Locus dDocent_Contig_6455 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      815      139      338  0.8283  0.8254
     2       92       90        1  0.0935  0.0972
     3       77       69        4  0.0783  0.0772

Number of individuals typed:                                 492
  Heterozygotes:                                             149
  Homozygotes:                                               343
Number of alleles:                                             3
Observed heterozygosity:                                       0.3028
Expected heterozygosity:                                       0.2994
Polymorphic information content (PIC):                         0.2786
Average non-exclusion probability (first parent):              0.9553
Average non-exclusion probability (second parent):             0.8452
Average non-exclusion probability (parent pair):               0.7329
Average non-exclusion probability (identity):                  0.5117
Average non-exclusion probability (sib identity):              0.7284
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0030
  Degrees of freedom:                                          1
  P-value:                                                     0.9566
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0002


**** Locus dDocent_Contig_115745 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      255      195       30  0.2586  0.2626
     2      731      195      268  0.7414  0.7529

Number of individuals typed:                                 493
  Heterozygotes:                                             195
  Homozygotes:                                               298
Number of alleles:                                             2
Observed heterozygosity:                                       0.3955
Expected heterozygosity:                                       0.3839
Polymorphic information content (PIC):                         0.3099
Average non-exclusion probability (first parent):              0.9265
Average non-exclusion probability (second parent):             0.8450
Average non-exclusion probability (parent pair):               0.7580
Average non-exclusion probability (identity):                  0.4536
Average non-exclusion probability (sib identity):              0.6717
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.3389
  Degrees of freedom:                                          1
  P-value:                                                     0.5605
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0155


**** Locus dDocent_Contig_35485 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      670      214      228  0.6795  0.6784
     2      316      214       51  0.3205  0.3199

Number of individuals typed:                                 493
  Heterozygotes:                                             214
  Homozygotes:                                               279
Number of alleles:                                             2
Observed heterozygosity:                                       0.4341
Expected heterozygosity:                                       0.4360
Polymorphic information content (PIC):                         0.3407
Average non-exclusion probability (first parent):              0.9051
Average non-exclusion probability (second parent):             0.8297
Average non-exclusion probability (parent pair):               0.7396
Average non-exclusion probability (identity):                  0.4135
Average non-exclusion probability (sib identity):              0.6356
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0009
  Degrees of freedom:                                          1
  P-value:                                                     0.9756
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0017


**** Locus dDocent_Contig_18865 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      932       52      440  0.9452  0.9540
     2       54       52        1  0.0548  0.0553

Number of individuals typed:                                 493
  Heterozygotes:                                              52
  Homozygotes:                                               441
Number of alleles:                                             2
Observed heterozygosity:                                       0.1055
Expected heterozygosity:                                       0.1036
Polymorphic information content (PIC):                         0.0982
Average non-exclusion probability (first parent):              0.9946
Average non-exclusion probability (second parent):             0.9509
Average non-exclusion probability (parent pair):               0.9090
Average non-exclusion probability (identity):                  0.8090
Average non-exclusion probability (sib identity):              0.9005
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0093


**** Locus dDocent_Contig_94405 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      923       55      434  0.9361  0.9035
     2       63       55        4  0.0639  0.0617

Number of individuals typed:                                 493
  Heterozygotes:                                              55
  Homozygotes:                                               438
Number of alleles:                                             2
Observed heterozygosity:                                       0.1116
Expected heterozygosity:                                       0.1197
Polymorphic information content (PIC):                         0.1125
Average non-exclusion probability (first parent):              0.9928
Average non-exclusion probability (second parent):             0.9438
Average non-exclusion probability (parent pair):               0.8970
Average non-exclusion probability (identity):                  0.7822
Average non-exclusion probability (sib identity):              0.8857
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0349


**** Locus dDocent_Contig_71359 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      585      257      164  0.5945  0.6188
     2      268      208       30  0.2724  0.2811
     3      131      115        8  0.1331  0.1338

Number of individuals typed:                                 492
  Heterozygotes:                                             290
  Homozygotes:                                               202
Number of alleles:                                             3
Observed heterozygosity:                                       0.5894
Expected heterozygosity:                                       0.5552
Polymorphic information content (PIC):                         0.4871
Average non-exclusion probability (first parent):              0.8462
Average non-exclusion probability (second parent):             0.7097
Average non-exclusion probability (parent pair):               0.5633
Average non-exclusion probability (identity):                  0.2659
Average non-exclusion probability (sib identity):              0.5392
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                            3.6484
  Degrees of freedom:                                          3
  P-value:                                                     0.3020
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0338


**** Locus dDocent_Contig_34993 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      896       88      404  0.9087  0.9419
     2       90       88        1  0.0913  0.0946

Number of individuals typed:                                 493
  Heterozygotes:                                              88
  Homozygotes:                                               405
Number of alleles:                                             2
Observed heterozygosity:                                       0.1785
Expected heterozygosity:                                       0.1661
Polymorphic information content (PIC):                         0.1521
Average non-exclusion probability (first parent):              0.9862
Average non-exclusion probability (second parent):             0.9239
Average non-exclusion probability (parent pair):               0.8651
Average non-exclusion probability (identity):                  0.7095
Average non-exclusion probability (sib identity):              0.8444
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0366


**** Locus dDocent_Contig_72471 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      160      132       14  0.1626  0.1614
     2      824      132      346  0.8374  0.8312

Number of individuals typed:                                 492
  Heterozygotes:                                             132
  Homozygotes:                                               360
Number of alleles:                                             2
Observed heterozygosity:                                       0.2683
Expected heterozygosity:                                       0.2726
Polymorphic information content (PIC):                         0.2352
Average non-exclusion probability (first parent):              0.9629
Average non-exclusion probability (second parent):             0.8824
Average non-exclusion probability (parent pair):               0.8052
Average non-exclusion probability (identity):                  0.5666
Average non-exclusion probability (sib identity):              0.7555
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0447
  Degrees of freedom:                                          1
  P-value:                                                     0.8325
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0075


**** Locus dDocent_Contig_67441 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      889       93      398  0.9016  0.9293
     2       97       93        2  0.0984  0.1014

Number of individuals typed:                                 493
  Heterozygotes:                                              93
  Homozygotes:                                               400
Number of alleles:                                             2
Observed heterozygosity:                                       0.1886
Expected heterozygosity:                                       0.1776
Polymorphic information content (PIC):                         0.1617
Average non-exclusion probability (first parent):              0.9843
Average non-exclusion probability (second parent):             0.9192
Average non-exclusion probability (parent pair):               0.8578
Average non-exclusion probability (identity):                  0.6924
Average non-exclusion probability (sib identity):              0.8344
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0307


**** Locus dDocent_Contig_59829 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      613      253      180  0.6217  0.6488
     2      373      253       60  0.3783  0.3948

Number of individuals typed:                                 493
  Heterozygotes:                                             253
  Homozygotes:                                               240
Number of alleles:                                             2
Observed heterozygosity:                                       0.5132
Expected heterozygosity:                                       0.4709
Polymorphic information content (PIC):                         0.3597
Average non-exclusion probability (first parent):              0.8894
Average non-exclusion probability (second parent):             0.8201
Average non-exclusion probability (parent pair):               0.7281
Average non-exclusion probability (identity):                  0.3911
Average non-exclusion probability (sib identity):              0.6126
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.7068
  Degrees of freedom:                                          1
  P-value:                                                     0.0542
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0435


**** Locus dDocent_Contig_74263 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      730      194      268  0.7480  0.7684
     2       83       71        6  0.0850  0.0822
     3       93       87        3  0.0953  0.0969
     4       58       54        2  0.0594  0.0591
     5       12       12        0  0.0123  0.0124

Number of individuals typed:                                 488
  Heterozygotes:                                             209
  Homozygotes:                                               279
Number of alleles:                                             5
Observed heterozygosity:                                       0.4283
Expected heterozygosity:                                       0.4210
Polymorphic information content (PIC):                         0.3980
Average non-exclusion probability (first parent):              0.9051
Average non-exclusion probability (second parent):             0.7560
Average non-exclusion probability (parent pair):               0.5946
Average non-exclusion probability (identity):                  0.3584
Average non-exclusion probability (sib identity):              0.6293
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.1709
  Degrees of freedom:                                          1
  P-value:                                                     0.2792
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0190


**** Locus dDocent_Contig_26488 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      413      267       73  0.4189  0.4412
     2      573      267      153  0.5811  0.6121

Number of individuals typed:                                 493
  Heterozygotes:                                             267
  Homozygotes:                                               226
Number of alleles:                                             2
Observed heterozygosity:                                       0.5416
Expected heterozygosity:                                       0.4873
Polymorphic information content (PIC):                         0.3683
Average non-exclusion probability (first parent):              0.8815
Average non-exclusion probability (second parent):             0.8158
Average non-exclusion probability (parent pair):               0.7229
Average non-exclusion probability (identity):                  0.3818
Average non-exclusion probability (sib identity):              0.6020
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  5.7823
  Degrees of freedom:                                          1
  P-value:                                                     0.0162
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0532


**** Locus dDocent_Contig_252259 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      827      139      344  0.8387  0.8561
     2      159      139       10  0.1613  0.1646

Number of individuals typed:                                 493
  Heterozygotes:                                             139
  Homozygotes:                                               354
Number of alleles:                                             2
Observed heterozygosity:                                       0.2819
Expected heterozygosity:                                       0.2708
Polymorphic information content (PIC):                         0.2339
Average non-exclusion probability (first parent):              0.9634
Average non-exclusion probability (second parent):             0.8830
Average non-exclusion probability (parent pair):               0.8061
Average non-exclusion probability (identity):                  0.5687
Average non-exclusion probability (sib identity):              0.7569
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6000
  Degrees of freedom:                                          1
  P-value:                                                     0.4386
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0207


**** Locus dDocent_Contig_39074 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      826      106      360  0.8498  0.7831
     2      146      106       20  0.1502  0.1384

Number of individuals typed:                                 486
  Heterozygotes:                                             106
  Homozygotes:                                               380
Number of alleles:                                             2
Observed heterozygosity:                                       0.2181
Expected heterozygosity:                                       0.2556
Polymorphic information content (PIC):                         0.2227
Average non-exclusion probability (first parent):              0.9674
Average non-exclusion probability (second parent):             0.8886
Average non-exclusion probability (parent pair):               0.8137
Average non-exclusion probability (identity):                  0.5872
Average non-exclusion probability (sib identity):              0.7692
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  9.5154
  Degrees of freedom:                                          1
  P-value:                                                     0.00204598
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0785


**** Locus dDocent_Contig_40392 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      598      254      172  0.6065  0.6296
     2      388      254       67  0.3935  0.4085

Number of individuals typed:                                 493
  Heterozygotes:                                             254
  Homozygotes:                                               239
Number of alleles:                                             2
Observed heterozygosity:                                       0.5152
Expected heterozygosity:                                       0.4778
Polymorphic information content (PIC):                         0.3634
Average non-exclusion probability (first parent):              0.8861
Average non-exclusion probability (second parent):             0.8183
Average non-exclusion probability (parent pair):               0.7259
Average non-exclusion probability (identity):                  0.3871
Average non-exclusion probability (sib identity):              0.6081
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.7843
  Degrees of freedom:                                          1
  P-value:                                                     0.0952
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0382


**** Locus dDocent_Contig_21275 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      927       55      436  0.9402  0.9362
     2       59       55        2  0.0598  0.0596

Number of individuals typed:                                 493
  Heterozygotes:                                              55
  Homozygotes:                                               438
Number of alleles:                                             2
Observed heterozygosity:                                       0.1116
Expected heterozygosity:                                       0.1126
Polymorphic information content (PIC):                         0.1062
Average non-exclusion probability (first parent):              0.9937
Average non-exclusion probability (second parent):             0.9469
Average non-exclusion probability (parent pair):               0.9022
Average non-exclusion probability (identity):                  0.7940
Average non-exclusion probability (sib identity):              0.8922
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0043


**** Locus dDocent_Contig_2622 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      821      141      340  0.8360  0.8558
     2       39       39        0  0.0397  0.0405
     3       88       80        4  0.0896  0.0895
     4       34       34        0  0.0346  0.0352

Number of individuals typed:                                 491
  Heterozygotes:                                             147
  Homozygotes:                                               344
Number of alleles:                                             4
Observed heterozygosity:                                       0.2994
Expected heterozygosity:                                       0.2905
Polymorphic information content (PIC):                         0.2751
Average non-exclusion probability (first parent):              0.9567
Average non-exclusion probability (second parent):             0.8440
Average non-exclusion probability (parent pair):               0.7263
Average non-exclusion probability (identity):                  0.5189
Average non-exclusion probability (sib identity):              0.7346
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.7929
  Degrees of freedom:                                          1
  P-value:                                                     0.3732
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0210


**** Locus dDocent_Contig_211069 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1       78       74        2  0.0791  0.0803
     2      908       74      417  0.9209  0.9346

Number of individuals typed:                                 493
  Heterozygotes:                                              74
  Homozygotes:                                               419
Number of alleles:                                             2
Observed heterozygosity:                                       0.1501
Expected heterozygosity:                                       0.1458
Polymorphic information content (PIC):                         0.1351
Average non-exclusion probability (first parent):              0.9894
Average non-exclusion probability (second parent):             0.9325
Average non-exclusion probability (parent pair):               0.8785
Average non-exclusion probability (identity):                  0.7404
Average non-exclusion probability (sib identity):              0.8623
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0149


**** Locus dDocent_Contig_113250 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      638      220      209  0.6471  0.6395
     2      348      220       64  0.3529  0.3488

Number of individuals typed:                                 493
  Heterozygotes:                                             220
  Homozygotes:                                               273
Number of alleles:                                             2
Observed heterozygosity:                                       0.4462
Expected heterozygosity:                                       0.4572
Polymorphic information content (PIC):                         0.3524
Average non-exclusion probability (first parent):              0.8957
Average non-exclusion probability (second parent):             0.8238
Average non-exclusion probability (parent pair):               0.7326
Average non-exclusion probability (identity):                  0.3994
Average non-exclusion probability (sib identity):              0.6215
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2094
  Degrees of freedom:                                          1
  P-value:                                                     0.6473
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0116


**** Locus dDocent_Contig_91366 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      779      173      303  0.7901  0.8123
     2      207      173       17  0.2099  0.2158

Number of individuals typed:                                 493
  Heterozygotes:                                             173
  Homozygotes:                                               320
Number of alleles:                                             2
Observed heterozygosity:                                       0.3509
Expected heterozygosity:                                       0.3321
Polymorphic information content (PIC):                         0.2767
Average non-exclusion probability (first parent):              0.9450
Average non-exclusion probability (second parent):             0.8616
Average non-exclusion probability (parent pair):               0.7784
Average non-exclusion probability (identity):                  0.5016
Average non-exclusion probability (sib identity):              0.7095
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.3220
  Degrees of freedom:                                          1
  P-value:                                                     0.2502
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0281


**** Locus dDocent_Contig_72774 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      480      278      101  0.4868  0.5162
     2      506      278      114  0.5132  0.5442

Number of individuals typed:                                 493
  Heterozygotes:                                             278
  Homozygotes:                                               215
Number of alleles:                                             2
Observed heterozygosity:                                       0.5639
Expected heterozygosity:                                       0.5002
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  7.6436
  Degrees of freedom:                                          1
  P-value:                                                     0.00571219
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0604


**** Locus dDocent_Contig_33019 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      460      270       95  0.4684  0.4916
     2      522      270      126  0.5316  0.5579

Number of individuals typed:                                 491
  Heterozygotes:                                             270
  Homozygotes:                                               221
Number of alleles:                                             2
Observed heterozygosity:                                       0.5499
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3740
Average non-exclusion probability (first parent):              0.8760
Average non-exclusion probability (second parent):             0.8130
Average non-exclusion probability (parent pair):               0.7194
Average non-exclusion probability (identity):                  0.3760
Average non-exclusion probability (sib identity):              0.5950
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  4.9210
  Degrees of freedom:                                          1
  P-value:                                                     0.0266
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0495


**** Locus dDocent_Contig_24871 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      878       94      392  0.8905  0.8803
     2      108       94        7  0.1095  0.1083

Number of individuals typed:                                 493
  Heterozygotes:                                              94
  Homozygotes:                                               399
Number of alleles:                                             2
Observed heterozygosity:                                       0.1907
Expected heterozygosity:                                       0.1953
Polymorphic information content (PIC):                         0.1760
Average non-exclusion probability (first parent):              0.9810
Average non-exclusion probability (second parent):             0.9120
Average non-exclusion probability (parent pair):               0.8469
Average non-exclusion probability (identity):                  0.6669
Average non-exclusion probability (sib identity):              0.8192
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1020
  Degrees of freedom:                                          1
  P-value:                                                     0.7494
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0114


**** Locus dDocent_Contig_50519 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      709      195      257  0.7191  0.7114
     2      277      195       41  0.2809  0.2780

Number of individuals typed:                                 493
  Heterozygotes:                                             195
  Homozygotes:                                               298
Number of alleles:                                             2
Observed heterozygosity:                                       0.3955
Expected heterozygosity:                                       0.4044
Polymorphic information content (PIC):                         0.3224
Average non-exclusion probability (first parent):              0.9184
Average non-exclusion probability (second parent):             0.8388
Average non-exclusion probability (parent pair):               0.7506
Average non-exclusion probability (identity):                  0.4368
Average non-exclusion probability (sib identity):              0.6572
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1606
  Degrees of freedom:                                          1
  P-value:                                                     0.6886
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0106


**** Locus dDocent_Contig_96163 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      918       64      427  0.9310  0.9361
     2       68       64        2  0.0690  0.0693

Number of individuals typed:                                 493
  Heterozygotes:                                              64
  Homozygotes:                                               429
Number of alleles:                                             2
Observed heterozygosity:                                       0.1298
Expected heterozygosity:                                       0.1285
Polymorphic information content (PIC):                         0.1202
Average non-exclusion probability (first parent):              0.9918
Average non-exclusion probability (second parent):             0.9399
Average non-exclusion probability (parent pair):               0.8906
Average non-exclusion probability (identity):                  0.7679
Average non-exclusion probability (sib identity):              0.8778
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0054


**** Locus dDocent_Contig_100570 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      873       97      388  0.8854  0.8717
     2      113       97        8  0.1146  0.1128

Number of individuals typed:                                 493
  Heterozygotes:                                              97
  Homozygotes:                                               396
Number of alleles:                                             2
Observed heterozygosity:                                       0.1968
Expected heterozygosity:                                       0.2031
Polymorphic information content (PIC):                         0.1823
Average non-exclusion probability (first parent):              0.9794
Average non-exclusion probability (second parent):             0.9088
Average non-exclusion probability (parent pair):               0.8423
Average non-exclusion probability (identity):                  0.6559
Average non-exclusion probability (sib identity):              0.8125
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2533
  Degrees of freedom:                                          1
  P-value:                                                     0.6148
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0155


**** Locus dDocent_Contig_142215 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      184      162       11  0.1866  0.1940
     2      802      162      320  0.8134  0.8456

Number of individuals typed:                                 493
  Heterozygotes:                                             162
  Homozygotes:                                               331
Number of alleles:                                             2
Observed heterozygosity:                                       0.3286
Expected heterozygosity:                                       0.3039
Polymorphic information content (PIC):                         0.2575
Average non-exclusion probability (first parent):              0.9539
Average non-exclusion probability (second parent):             0.8713
Average non-exclusion probability (parent pair):               0.7906
Average non-exclusion probability (identity):                  0.5311
Average non-exclusion probability (sib identity):              0.7310
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.8370
  Degrees of freedom:                                          1
  P-value:                                                     0.0921
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0396


**** Locus dDocent_Contig_174999 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      579      231      174  0.5872  0.5772
     2      407      231       88  0.4128  0.4058

Number of individuals typed:                                 493
  Heterozygotes:                                             231
  Homozygotes:                                               262
Number of alleles:                                             2
Observed heterozygosity:                                       0.4686
Expected heterozygosity:                                       0.4853
Polymorphic information content (PIC):                         0.3673
Average non-exclusion probability (first parent):              0.8825
Average non-exclusion probability (second parent):             0.8164
Average non-exclusion probability (parent pair):               0.7235
Average non-exclusion probability (identity):                  0.3830
Average non-exclusion probability (sib identity):              0.6033
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.4840
  Degrees of freedom:                                          1
  P-value:                                                     0.4866
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0170


**** Locus dDocent_Contig_9363 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      928       54      437  0.9431  0.9536
     2       56       54        1  0.0569  0.0575

Number of individuals typed:                                 492
  Heterozygotes:                                              54
  Homozygotes:                                               438
Number of alleles:                                             2
Observed heterozygosity:                                       0.1098
Expected heterozygosity:                                       0.1075
Polymorphic information content (PIC):                         0.1016
Average non-exclusion probability (first parent):              0.9942
Average non-exclusion probability (second parent):             0.9492
Average non-exclusion probability (parent pair):               0.9061
Average non-exclusion probability (identity):                  0.8026
Average non-exclusion probability (sib identity):              0.8970
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0111


**** Locus dDocent_Contig_12639 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      859      111      374  0.8730  0.8804
     2      116      104        6  0.1179  0.1188
     3        7        7        0  0.0071  0.0071
     4        2        2        0  0.0020  0.0020

Number of individuals typed:                                 492
  Heterozygotes:                                             112
  Homozygotes:                                               380
Number of alleles:                                             4
Observed heterozygosity:                                       0.2276
Expected heterozygosity:                                       0.2242
Polymorphic information content (PIC):                         0.2027
Average non-exclusion probability (first parent):              0.9749
Average non-exclusion probability (second parent):             0.8961
Average non-exclusion probability (parent pair):               0.8199
Average non-exclusion probability (identity):                  0.6235
Average non-exclusion probability (sib identity):              0.7939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0338
  Degrees of freedom:                                          1
  P-value:                                                     0.8541
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0084
