Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 12/20/2016 4:40:53 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Expected heterozygosity:                                       0.4818
Polymorphic information content (PIC):                         0.3656
Average non-exclusion probability (first parent):              0.8840
Average non-exclusion probability (second parent):             0.8172
Average non-exclusion probability (parent pair):               0.7245
Average non-exclusion probability (identity):                  0.3847
Average non-exclusion probability (sib identity):              0.6054


**** Locus dDocent_Contig_3492_32 ****

Allele  Count    Hets     Homs     Freq  
     1     1703      765      469  0.5018
     2     1691      765      463  0.4982

Number of individuals typed:                                1697
  Heterozygotes:                                             765
  Homozygotes:                                               932
Number of alleles:                                             2
Observed heterozygosity:                                       0.4508
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_3493_53 ****

Allele  Count    Hets     Homs     Freq  
     1     2006      796      605  0.5862
     2     1416      796      310  0.4138

Number of individuals typed:                                1711
  Heterozygotes:                                             796
  Homozygotes:                                               915
Number of alleles:                                             2
Observed heterozygosity:                                       0.4652
Expected heterozygosity:                                       0.4853
Polymorphic information content (PIC):                         0.3675
Average non-exclusion probability (first parent):              0.8823
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3828
Average non-exclusion probability (sib identity):              0.6031


**** Locus dDocent_Contig_3525_64 ****

Allele  Count    Hets     Homs     Freq  
     1     2004      822      591  0.5860
     2     1416      822      297  0.4140

Number of individuals typed:                                1710
  Heterozygotes:                                             822
  Homozygotes:                                               888
Number of alleles:                                             2
Observed heterozygosity:                                       0.4807
Expected heterozygosity:                                       0.4854
Polymorphic information content (PIC):                         0.3675
Average non-exclusion probability (first parent):              0.8823
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3827
Average non-exclusion probability (sib identity):              0.6031


**** Locus dDocent_Contig_3563_109 ****

Allele  Count    Hets     Homs     Freq  
     1     2035      753      641  0.5992
     2     1361      753      304  0.4008

Number of individuals typed:                                1698
  Heterozygotes:                                             753
  Homozygotes:                                               945
Number of alleles:                                             2
Observed heterozygosity:                                       0.4435
Expected heterozygosity:                                       0.4804
Polymorphic information content (PIC):                         0.3650
Average non-exclusion probability (first parent):              0.8847
Average non-exclusion probability (second parent):             0.8175
Average non-exclusion probability (parent pair):               0.7250
Average non-exclusion probability (identity):                  0.3854
Average non-exclusion probability (sib identity):              0.6062


**** Locus dDocent_Contig_3658_133 ****

Allele  Count    Hets     Homs     Freq  
     1     1479      803      338  0.4337
     2     1931      803      564  0.5663

Number of individuals typed:                                1705
  Heterozygotes:                                             803
  Homozygotes:                                               902
Number of alleles:                                             2
Observed heterozygosity:                                       0.4710
Expected heterozygosity:                                       0.4914
Polymorphic information content (PIC):                         0.3706
Average non-exclusion probability (first parent):              0.8794
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3795
Average non-exclusion probability (sib identity):              0.5993


**** Locus dDocent_Contig_3794_86 ****

Allele  Count    Hets     Homs     Freq  
     1     1669      835      417  0.4900
     2     1737      835      451  0.5100

Number of individuals typed:                                1703
  Heterozygotes:                                             835
  Homozygotes:                                               868
Number of alleles:                                             2
Observed heterozygosity:                                       0.4903
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_3914_49 ****

Allele  Count    Hets     Homs     Freq  
     1     1777      775      501  0.5233
     2     1619      775      422  0.4767

Number of individuals typed:                                1698
  Heterozygotes:                                             775
  Homozygotes:                                               923
Number of alleles:                                             2
Observed heterozygosity:                                       0.4564
Expected heterozygosity:                                       0.4991
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5944


**** Locus dDocent_Contig_3999_105 ****

Allele  Count    Hets     Homs     Freq  
     1     1384      826      279  0.4056
     2     2028      826      601  0.5944

Number of individuals typed:                                1706
  Heterozygotes:                                             826
  Homozygotes:                                               880
Number of alleles:                                             2
Observed heterozygosity:                                       0.4842
Expected heterozygosity:                                       0.4823
Polymorphic information content (PIC):                         0.3659
Average non-exclusion probability (first parent):              0.8837
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7244
Average non-exclusion probability (identity):                  0.3844
Average non-exclusion probability (sib identity):              0.6050


**** Locus dDocent_Contig_4000_96 ****

Allele  Count    Hets     Homs     Freq  
     1     1658      808      425  0.4834
     2     1772      808      482  0.5166

Number of individuals typed:                                1715
  Heterozygotes:                                             808
  Homozygotes:                                               907
Number of alleles:                                             2
Observed heterozygosity:                                       0.4711
Expected heterozygosity:                                       0.4996
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_4077_10 ****

Allele  Count    Hets     Homs     Freq  
     1     1885      837      524  0.5508
     2     1537      837      350  0.4492

Number of individuals typed:                                1711
  Heterozygotes:                                             837
  Homozygotes:                                               874
Number of alleles:                                             2
Observed heterozygosity:                                       0.4892
Expected heterozygosity:                                       0.4950
Polymorphic information content (PIC):                         0.3724
Average non-exclusion probability (first parent):              0.8776
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3776
Average non-exclusion probability (sib identity):              0.5970


**** Locus dDocent_Contig_4077_89 ****

Allele  Count    Hets     Homs     Freq  
     1     1915      833      541  0.5596
     2     1507      833      337  0.4404

Number of individuals typed:                                1711
  Heterozygotes:                                             833
  Homozygotes:                                               878
Number of alleles:                                             2
Observed heterozygosity:                                       0.4868
Expected heterozygosity:                                       0.4930
Polymorphic information content (PIC):                         0.3714
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7210
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5982


**** Locus dDocent_Contig_4151_132 ****

Allele  Count    Hets     Homs     Freq  
     1     1409      785      312  0.4144
     2     1991      785      603  0.5856

Number of individuals typed:                                1700
  Heterozygotes:                                             785
  Homozygotes:                                               915
Number of alleles:                                             2
Observed heterozygosity:                                       0.4618
Expected heterozygosity:                                       0.4855
Polymorphic information content (PIC):                         0.3676
Average non-exclusion probability (first parent):              0.8822
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3826
Average non-exclusion probability (sib identity):              0.6030


**** Locus dDocent_Contig_4311_57 ****

Allele  Count    Hets     Homs     Freq  
     1     1491      839      326  0.4375
     2     1917      839      539  0.5625

Number of individuals typed:                                1704
  Heterozygotes:                                             839
  Homozygotes:                                               865
Number of alleles:                                             2
Observed heterozygosity:                                       0.4924
Expected heterozygosity:                                       0.4923
Polymorphic information content (PIC):                         0.3711
Average non-exclusion probability (first parent):              0.8789
Average non-exclusion probability (second parent):             0.8145
Average non-exclusion probability (parent pair):               0.7212
Average non-exclusion probability (identity):                  0.3790
Average non-exclusion probability (sib identity):              0.5987


**** Locus dDocent_Contig_4648_8 ****

Allele  Count    Hets     Homs     Freq  
     1     1880      820      530  0.5507
     2     1534      820      357  0.4493

Number of individuals typed:                                1707
  Heterozygotes:                                             820
  Homozygotes:                                               887
Number of alleles:                                             2
Observed heterozygosity:                                       0.4804
Expected heterozygosity:                                       0.4950
Polymorphic information content (PIC):                         0.3724
Average non-exclusion probability (first parent):              0.8776
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3776
Average non-exclusion probability (sib identity):              0.5970


**** Locus dDocent_Contig_4673_110 ****

Allele  Count    Hets     Homs     Freq  
     1     1681      811      435  0.4921
     2     1735      811      462  0.5079

Number of individuals typed:                                1708
  Heterozygotes:                                             811
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4748
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_4673_134 ****

Allele  Count    Hets     Homs     Freq  
     1     2016      778      619  0.5902
     2     1400      778      311  0.4098

Number of individuals typed:                                1708
  Heterozygotes:                                             778
  Homozygotes:                                               930
Number of alleles:                                             2
Observed heterozygosity:                                       0.4555
Expected heterozygosity:                                       0.4839
Polymorphic information content (PIC):                         0.3667
Average non-exclusion probability (first parent):              0.8830
Average non-exclusion probability (second parent):             0.8166
Average non-exclusion probability (parent pair):               0.7239
Average non-exclusion probability (identity):                  0.3835
Average non-exclusion probability (sib identity):              0.6040


**** Locus dDocent_Contig_4786_15 ****

Allele  Count    Hets     Homs     Freq  
     1     1962      764      599  0.5777
     2     1434      764      335  0.4223

Number of individuals typed:                                1698
  Heterozygotes:                                             764
  Homozygotes:                                               934
Number of alleles:                                             2
Observed heterozygosity:                                       0.4499
Expected heterozygosity:                                       0.4881
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8810
Average non-exclusion probability (second parent):             0.8156
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3813
Average non-exclusion probability (sib identity):              0.6014


**** Locus dDocent_Contig_4786_54 ****

Allele  Count    Hets     Homs     Freq  
     1     1689      821      434  0.4973
     2     1707      821      443  0.5027

Number of individuals typed:                                1698
  Heterozygotes:                                             821
  Homozygotes:                                               877
Number of alleles:                                             2
Observed heterozygosity:                                       0.4835
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_4786_78 ****

Allele  Count    Hets     Homs     Freq  
     1     1989      767      611  0.5857
     2     1407      767      320  0.4143

Number of individuals typed:                                1698
  Heterozygotes:                                             767
  Homozygotes:                                               931
Number of alleles:                                             2
Observed heterozygosity:                                       0.4517
Expected heterozygosity:                                       0.4855
Polymorphic information content (PIC):                         0.3675
Average non-exclusion probability (first parent):              0.8822
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3827
Average non-exclusion probability (sib identity):              0.6030


**** Locus dDocent_Contig_4871_106 ****

Allele  Count    Hets     Homs     Freq  
     1     1470      826      322  0.4296
     2     1952      826      563  0.5704

Number of individuals typed:                                1711
  Heterozygotes:                                             826
  Homozygotes:                                               885
Number of alleles:                                             2
Observed heterozygosity:                                       0.4828
Expected heterozygosity:                                       0.4902
Polymorphic information content (PIC):                         0.3700
Average non-exclusion probability (first parent):              0.8799
Average non-exclusion probability (second parent):             0.8150
Average non-exclusion probability (parent pair):               0.7219
Average non-exclusion probability (identity):                  0.3801
Average non-exclusion probability (sib identity):              0.6000


**** Locus dDocent_Contig_5046_27 ****

Allele  Count    Hets     Homs     Freq  
     1     1993      795      599  0.5848
     2     1415      795      310  0.4152

Number of individuals typed:                                1704
  Heterozygotes:                                             795
  Homozygotes:                                               909
Number of alleles:                                             2
Observed heterozygosity:                                       0.4665
Expected heterozygosity:                                       0.4858
Polymorphic information content (PIC):                         0.3677
Average non-exclusion probability (first parent):              0.8821
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7233
Average non-exclusion probability (identity):                  0.3825
Average non-exclusion probability (sib identity):              0.6028


**** Locus dDocent_Contig_5050_82 ****

Allele  Count    Hets     Homs     Freq  
     1     1802      828      487  0.5284
     2     1608      828      390  0.4716

Number of individuals typed:                                1705
  Heterozygotes:                                             828
  Homozygotes:                                               877
Number of alleles:                                             2
Observed heterozygosity:                                       0.4856
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5948


**** Locus dDocent_Contig_5079_21 ****

Allele  Count    Hets     Homs     Freq  
     1     1444      822      311  0.4237
     2     1964      822      571  0.5763

Number of individuals typed:                                1704
  Heterozygotes:                                             822
  Homozygotes:                                               882
Number of alleles:                                             2
Observed heterozygosity:                                       0.4824
Expected heterozygosity:                                       0.4885
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8808
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3810
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_5086_38 ****

Allele  Count    Hets     Homs     Freq  
     1     1662      772      445  0.4894
     2     1734      772      481  0.5106

Number of individuals typed:                                1698
  Heterozygotes:                                             772
  Homozygotes:                                               926
Number of alleles:                                             2
Observed heterozygosity:                                       0.4547
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_5086_72 ****

Allele  Count    Hets     Homs     Freq  
     1     1534      770      382  0.4517
     2     1862      770      546  0.5483

Number of individuals typed:                                1698
  Heterozygotes:                                             770
  Homozygotes:                                               928
Number of alleles:                                             2
Observed heterozygosity:                                       0.4535
Expected heterozygosity:                                       0.4955
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8137
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3774
Average non-exclusion probability (sib identity):              0.5967


**** Locus dDocent_Contig_5086_97 ****

Allele  Count    Hets     Homs     Freq  
     1     1975      771      602  0.5819
     2     1419      771      324  0.4181

Number of individuals typed:                                1697
  Heterozygotes:                                             771
  Homozygotes:                                               926
Number of alleles:                                             2
Observed heterozygosity:                                       0.4543
Expected heterozygosity:                                       0.4867
Polymorphic information content (PIC):                         0.3682
Average non-exclusion probability (first parent):              0.8816
Average non-exclusion probability (second parent):             0.8159
Average non-exclusion probability (parent pair):               0.7230
Average non-exclusion probability (identity):                  0.3820
Average non-exclusion probability (sib identity):              0.6022


**** Locus dDocent_Contig_5127_68 ****

Allele  Count    Hets     Homs     Freq  
     1     1784      848      468  0.5226
     2     1630      848      391  0.4774

Number of individuals typed:                                1707
  Heterozygotes:                                             848
  Homozygotes:                                               859
Number of alleles:                                             2
Observed heterozygosity:                                       0.4968
Expected heterozygosity:                                       0.4991
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5944


**** Locus dDocent_Contig_5195_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1532      832      350  0.4509
     2     1866      832      517  0.5491

Number of individuals typed:                                1699
  Heterozygotes:                                             832
  Homozygotes:                                               867
Number of alleles:                                             2
Observed heterozygosity:                                       0.4897
Expected heterozygosity:                                       0.4953
Polymorphic information content (PIC):                         0.3726
Average non-exclusion probability (first parent):              0.8774
Average non-exclusion probability (second parent):             0.8137
Average non-exclusion probability (parent pair):               0.7203
Average non-exclusion probability (identity):                  0.3775
Average non-exclusion probability (sib identity):              0.5968


**** Locus dDocent_Contig_5429_21 ****

Allele  Count    Hets     Homs     Freq  
     1     1914      800      557  0.5626
     2     1488      800      344  0.4374

Number of individuals typed:                                1701
  Heterozygotes:                                             800
  Homozygotes:                                               901
Number of alleles:                                             2
Observed heterozygosity:                                       0.4703
Expected heterozygosity:                                       0.4923
Polymorphic information content (PIC):                         0.3710
Average non-exclusion probability (first parent):              0.8789
Average non-exclusion probability (second parent):             0.8145
Average non-exclusion probability (parent pair):               0.7212
Average non-exclusion probability (identity):                  0.3790
Average non-exclusion probability (sib identity):              0.5987


**** Locus dDocent_Contig_5463_72 ****

Allele  Count    Hets     Homs     Freq  
     1     1953      783      585  0.5721
     2     1461      783      339  0.4279

Number of individuals typed:                                1707
  Heterozygotes:                                             783
  Homozygotes:                                               924
Number of alleles:                                             2
Observed heterozygosity:                                       0.4587
Expected heterozygosity:                                       0.4898
Polymorphic information content (PIC):                         0.3698
Average non-exclusion probability (first parent):              0.8801
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3804
Average non-exclusion probability (sib identity):              0.6003


**** Locus dDocent_Contig_5463_134 ****

Allele  Count    Hets     Homs     Freq  
     1     1950      782      584  0.5715
     2     1462      782      340  0.4285

Number of individuals typed:                                1706
  Heterozygotes:                                             782
  Homozygotes:                                               924
Number of alleles:                                             2
Observed heterozygosity:                                       0.4584
Expected heterozygosity:                                       0.4899
Polymorphic information content (PIC):                         0.3698
Average non-exclusion probability (first parent):              0.8801
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3803
Average non-exclusion probability (sib identity):              0.6002


**** Locus dDocent_Contig_5490_61 ****

Allele  Count    Hets     Homs     Freq  
     1     1870      818      526  0.5477
     2     1544      818      363  0.4523

Number of individuals typed:                                1707
  Heterozygotes:                                             818
  Homozygotes:                                               889
Number of alleles:                                             2
Observed heterozygosity:                                       0.4792
Expected heterozygosity:                                       0.4956
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_5715_80 ****

Allele  Count    Hets     Homs     Freq  
     1     1807      871      468  0.5262
     2     1627      871      378  0.4738

Number of individuals typed:                                1717
  Heterozygotes:                                             871
  Homozygotes:                                               846
Number of alleles:                                             2
Observed heterozygosity:                                       0.5073
Expected heterozygosity:                                       0.4988
Polymorphic information content (PIC):                         0.3743
Average non-exclusion probability (first parent):              0.8757
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3757
Average non-exclusion probability (sib identity):              0.5946


**** Locus dDocent_Contig_5934_79 ****

Allele  Count    Hets     Homs     Freq  
     1     1864      778      543  0.5476
     2     1540      778      381  0.4524

Number of individuals typed:                                1702
  Heterozygotes:                                             778
  Homozygotes:                                               924
Number of alleles:                                             2
Observed heterozygosity:                                       0.4571
Expected heterozygosity:                                       0.4956
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_5934_80 ****

Allele  Count    Hets     Homs     Freq  
     1     1866      778      544  0.5482
     2     1538      778      380  0.4518

Number of individuals typed:                                1702
  Heterozygotes:                                             778
  Homozygotes:                                               924
Number of alleles:                                             2
Observed heterozygosity:                                       0.4571
Expected heterozygosity:                                       0.4955
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8137
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3774
Average non-exclusion probability (sib identity):              0.5967


**** Locus dDocent_Contig_5991_124 ****

Allele  Count    Hets     Homs     Freq  
     1     1609      839      385  0.4716
     2     1803      839      482  0.5284

Number of individuals typed:                                1706
  Heterozygotes:                                             839
  Homozygotes:                                               867
Number of alleles:                                             2
Observed heterozygosity:                                       0.4918
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5948


**** Locus dDocent_Contig_6010_47 ****

Allele  Count    Hets     Homs     Freq  
     1     1923      773      575  0.5659
     2     1475      773      351  0.4341

Number of individuals typed:                                1699
  Heterozygotes:                                             773
  Homozygotes:                                               926
Number of alleles:                                             2
Observed heterozygosity:                                       0.4550
Expected heterozygosity:                                       0.4915
Polymorphic information content (PIC):                         0.3706
Average non-exclusion probability (first parent):              0.8793
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3795
Average non-exclusion probability (sib identity):              0.5992


**** Locus dDocent_Contig_6010_134 ****

Allele  Count    Hets     Homs     Freq  
     1     1407      741      333  0.4141
     2     1991      741      625  0.5859

Number of individuals typed:                                1699
  Heterozygotes:                                             741
  Homozygotes:                                               958
Number of alleles:                                             2
Observed heterozygosity:                                       0.4361
Expected heterozygosity:                                       0.4854
Polymorphic information content (PIC):                         0.3675
Average non-exclusion probability (first parent):              0.8823
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3827
Average non-exclusion probability (sib identity):              0.6031


**** Locus dDocent_Contig_6012_17 ****

Allele  Count    Hets     Homs     Freq  
     1     1642      810      416  0.4827
     2     1760      810      475  0.5173

Number of individuals typed:                                1701
  Heterozygotes:                                             810
  Homozygotes:                                               891
Number of alleles:                                             2
Observed heterozygosity:                                       0.4762
Expected heterozygosity:                                       0.4995
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_6058_120 ****

Allele  Count    Hets     Homs     Freq  
     1     1907      833      537  0.5515
     2     1551      833      359  0.4485

Number of individuals typed:                                1729
  Heterozygotes:                                             833
  Homozygotes:                                               896
Number of alleles:                                             2
Observed heterozygosity:                                       0.4818
Expected heterozygosity:                                       0.4948
Polymorphic information content (PIC):                         0.3723
Average non-exclusion probability (first parent):              0.8776
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3777
Average non-exclusion probability (sib identity):              0.5971


**** Locus dDocent_Contig_6058_126 ****

Allele  Count    Hets     Homs     Freq  
     1     1573      839      367  0.4549
     2     1885      839      523  0.5451

Number of individuals typed:                                1729
  Heterozygotes:                                             839
  Homozygotes:                                               890
Number of alleles:                                             2
Observed heterozygosity:                                       0.4853
Expected heterozygosity:                                       0.4961
Polymorphic information content (PIC):                         0.3730
Average non-exclusion probability (first parent):              0.8770
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7200
Average non-exclusion probability (identity):                  0.3771
Average non-exclusion probability (sib identity):              0.5963


**** Locus dDocent_Contig_6510_42 ****

Allele  Count    Hets     Homs     Freq  
     1     1657      823      417  0.4825
     2     1777      823      477  0.5175

Number of individuals typed:                                1717
  Heterozygotes:                                             823
  Homozygotes:                                               894
Number of alleles:                                             2
Observed heterozygosity:                                       0.4793
Expected heterozygosity:                                       0.4995
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_6510_48 ****

Allele  Count    Hets     Homs     Freq  
     1     1656      836      410  0.4822
     2     1778      836      471  0.5178

Number of individuals typed:                                1717
  Heterozygotes:                                             836
  Homozygotes:                                               881
Number of alleles:                                             2
Observed heterozygosity:                                       0.4869
Expected heterozygosity:                                       0.4995
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_6644_18 ****

Allele  Count    Hets     Homs     Freq  
     1     1988      778      605  0.5766
     2     1460      778      341  0.4234

Number of individuals typed:                                1724
  Heterozygotes:                                             778
  Homozygotes:                                               946
Number of alleles:                                             2
Observed heterozygosity:                                       0.4513
Expected heterozygosity:                                       0.4884
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8808
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3811
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_6689_144 ****

Allele  Count    Hets     Homs     Freq  
     1     1578      816      381  0.4617
