Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 12/31/2015 9:34:01 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
     447  dDocent_Contig_24267
     448  dDocent_Contig_198469
     449  dDocent_Contig_10240
     450  dDocent_Contig_132141
     451  dDocent_Contig_14950
     452  dDocent_Contig_9994
     453  dDocent_Contig_214006
     454  dDocent_Contig_33031
     455  dDocent_Contig_61656
     456  dDocent_Contig_10570
     457  dDocent_Contig_28782
     458  dDocent_Contig_3185
     459  dDocent_Contig_77193
     460  dDocent_Contig_21657
     461  dDocent_Contig_12960
     462  dDocent_Contig_34636
     463  dDocent_Contig_66636
     464  dDocent_Contig_66879
     465  dDocent_Contig_398
     466  dDocent_Contig_65930
     467  dDocent_Contig_7373
     468  dDocent_Contig_99702
     469  dDocent_Contig_171664
     470  dDocent_Contig_69834
     471  dDocent_Contig_90851
     472  dDocent_Contig_162314
     473  dDocent_Contig_82715
     474  dDocent_Contig_4772
     475  dDocent_Contig_23718
     476  dDocent_Contig_486
     477  dDocent_Contig_18641
     478  dDocent_Contig_32704
     479  dDocent_Contig_25141
     480  dDocent_Contig_40247
     481  dDocent_Contig_44805
     482  dDocent_Contig_77533
     483  dDocent_Contig_85
     484  dDocent_Contig_2961
     485  dDocent_Contig_38393
     486  dDocent_Contig_96822
     487  dDocent_Contig_223525
     488  dDocent_Contig_90119
     489  dDocent_Contig_63974
     490  dDocent_Contig_11377
     491  dDocent_Contig_6707
     492  dDocent_Contig_70051
     493  dDocent_Contig_7551
     494  dDocent_Contig_50707
     495  dDocent_Contig_4460
     496  dDocent_Contig_19131
     497  dDocent_Contig_11690
     498  dDocent_Contig_88642
     499  dDocent_Contig_45522
     500  dDocent_Contig_3342
     501  dDocent_Contig_889
     502  dDocent_Contig_32395
     503  dDocent_Contig_3580
     504  dDocent_Contig_106817
     505  dDocent_Contig_89280
     506  dDocent_Contig_7333
     507  dDocent_Contig_34592
     508  dDocent_Contig_13787
     509  dDocent_Contig_49438
     510  dDocent_Contig_16688
     511  dDocent_Contig_78448
     512  dDocent_Contig_11283
     513  dDocent_Contig_11579
     514  dDocent_Contig_12213
     515  dDocent_Contig_41766
     516  dDocent_Contig_34206
     517  dDocent_Contig_59671
     518  dDocent_Contig_55552
     519  dDocent_Contig_44836
     520  dDocent_Contig_49596
     521  dDocent_Contig_154914
     522  dDocent_Contig_16406
     523  dDocent_Contig_82042
     524  dDocent_Contig_5958
     525  dDocent_Contig_12008
     526  dDocent_Contig_4560
     527  dDocent_Contig_71359
     528  dDocent_Contig_8907
     529  dDocent_Contig_7971
     530  dDocent_Contig_87986
     531  dDocent_Contig_72471
     532  dDocent_Contig_67441
     533  dDocent_Contig_12649
     534  dDocent_Contig_67176
     535  dDocent_Contig_11693
     536  dDocent_Contig_73154
     537  dDocent_Contig_9433
     538  dDocent_Contig_211069
     539  dDocent_Contig_81044
     540  dDocent_Contig_67071
     541  dDocent_Contig_89333
     542  dDocent_Contig_42022
     543  dDocent_Contig_33019
     544  dDocent_Contig_75231
     545  dDocent_Contig_50519
     546  dDocent_Contig_10661
     547  dDocent_Contig_82650
     548  dDocent_Contig_9363
     549  dDocent_Contig_136637
     550  dDocent_Contig_9703
     551  dDocent_Contig_32709
     552  dDocent_Contig_80811
     553  dDocent_Contig_133479
     554  dDocent_Contig_107644
     555  dDocent_Contig_51790
     556  dDocent_Contig_3714
     557  dDocent_Contig_81926
     558  dDocent_Contig_61775
     559  dDocent_Contig_47790
     560  dDocent_Contig_39186
     561  dDocent_Contig_80903
     562  dDocent_Contig_54832
     563  dDocent_Contig_70151
     564  dDocent_Contig_101746
     565  dDocent_Contig_101896
     566  dDocent_Contig_22325
     567  dDocent_Contig_14274
     568  dDocent_Contig_46962
     569  dDocent_Contig_40374
     570  dDocent_Contig_137406
     571  dDocent_Contig_631
     572  dDocent_Contig_12435
     573  dDocent_Contig_86775
     574  dDocent_Contig_38520
     575  dDocent_Contig_129975
     576  dDocent_Contig_25407
     577  dDocent_Contig_21832
     578  dDocent_Contig_46598
     579  dDocent_Contig_41063
     580  dDocent_Contig_21746
     581  dDocent_Contig_61331
     582  dDocent_Contig_53323
     583  dDocent_Contig_5048
     584  dDocent_Contig_26388
     585  dDocent_Contig_1723
     586  dDocent_Contig_18928
     587  dDocent_Contig_3618
     588  dDocent_Contig_166364
     589  dDocent_Contig_165779
     590  dDocent_Contig_52327
     591  dDocent_Contig_3525
     592  dDocent_Contig_31250
     593  dDocent_Contig_33157
     594  dDocent_Contig_12137
     595  dDocent_Contig_97631
     596  dDocent_Contig_8548
     597  dDocent_Contig_22422
     598  dDocent_Contig_35916
     599  dDocent_Contig_3777
     600  dDocent_Contig_30827
     601  dDocent_Contig_1852
     602  dDocent_Contig_73487
     603  dDocent_Contig_78994
     604  dDocent_Contig_20883
     605  dDocent_Contig_33701
     606  dDocent_Contig_21056
     607  dDocent_Contig_51799
     608  dDocent_Contig_183685
     609  dDocent_Contig_39802
     610  dDocent_Contig_39267
     611  dDocent_Contig_196327
     612  dDocent_Contig_93261
     613  dDocent_Contig_112533
     614  dDocent_Contig_26773
     615  dDocent_Contig_204839
     616  dDocent_Contig_26894
     617  dDocent_Contig_22366
     618  dDocent_Contig_103838
     619  dDocent_Contig_59678
     620  dDocent_Contig_3384
     621  dDocent_Contig_180321
     622  dDocent_Contig_81007
     623  dDocent_Contig_17715
     624  dDocent_Contig_29500
     625  dDocent_Contig_55693
     626  dDocent_Contig_53638
     627  dDocent_Contig_124366
     628  dDocent_Contig_3300
     629  dDocent_Contig_152622
     630  dDocent_Contig_3578
     631  dDocent_Contig_7855
     632  dDocent_Contig_18078
     633  dDocent_Contig_89560
     634  dDocent_Contig_59276
     635  dDocent_Contig_27858
     636  dDocent_Contig_29445
     637  dDocent_Contig_39259
     638  dDocent_Contig_23931
     639  dDocent_Contig_10093
     640  dDocent_Contig_85041
     641  dDocent_Contig_18109
     642  dDocent_Contig_47652
     643  dDocent_Contig_114998
     644  dDocent_Contig_45159
     645  dDocent_Contig_12473
     646  dDocent_Contig_23828
     647  dDocent_Contig_6381
     648  dDocent_Contig_17273
     649  dDocent_Contig_102460
     650  dDocent_Contig_88161
     651  dDocent_Contig_5351
     652  dDocent_Contig_41966
     653  dDocent_Contig_53823
     654  dDocent_Contig_198107
     655  dDocent_Contig_18712
     656  dDocent_Contig_77018
     657  dDocent_Contig_79266
     658  dDocent_Contig_169046
     659  dDocent_Contig_63942
     660  dDocent_Contig_198867
     661  dDocent_Contig_37907
     662  dDocent_Contig_90139
     663  dDocent_Contig_66200
     664  dDocent_Contig_101691
     665  dDocent_Contig_121078
     666  dDocent_Contig_2968
     667  dDocent_Contig_25939
     668  dDocent_Contig_84119
     669  dDocent_Contig_58470
     670  dDocent_Contig_44076
     671  dDocent_Contig_14646
     672  dDocent_Contig_93682
     673  dDocent_Contig_228667
     674  dDocent_Contig_39835
     675  dDocent_Contig_3810
     676  dDocent_Contig_9561
     677  dDocent_Contig_7680
     678  dDocent_Contig_22496
     679  dDocent_Contig_1816
     680  dDocent_Contig_100930
     681  dDocent_Contig_97467
     682  dDocent_Contig_35728
     683  dDocent_Contig_46927
     684  dDocent_Contig_122425
     685  dDocent_Contig_16467
     686  dDocent_Contig_186073
     687  dDocent_Contig_18955
     688  dDocent_Contig_7922
     689  dDocent_Contig_2196
     690  dDocent_Contig_25814
     691  dDocent_Contig_98535
     692  dDocent_Contig_2121
     693  dDocent_Contig_36401
     694  dDocent_Contig_49346
     695  dDocent_Contig_17173
     696  dDocent_Contig_30578
     697  dDocent_Contig_48037
     698  dDocent_Contig_43634
     699  dDocent_Contig_183258
     700  dDocent_Contig_30536
     701  dDocent_Contig_26350
     702  dDocent_Contig_166787
     703  dDocent_Contig_92786
     704  dDocent_Contig_104761
     705  dDocent_Contig_119911
     706  dDocent_Contig_84966
     707  dDocent_Contig_49822
     708  dDocent_Contig_16906
     709  dDocent_Contig_18040
     710  dDocent_Contig_30963
     711  dDocent_Contig_81859
     712  dDocent_Contig_45272
     713  dDocent_Contig_119247
     714  dDocent_Contig_50867
     715  dDocent_Contig_13667
     716  dDocent_Contig_73100
     717  dDocent_Contig_13255
     718  dDocent_Contig_3129
     719  dDocent_Contig_63333
     720  dDocent_Contig_11241
     721  dDocent_Contig_144994
     722  dDocent_Contig_82811
     723  dDocent_Contig_62728
     724  dDocent_Contig_96301
     725  dDocent_Contig_98270
     726  dDocent_Contig_54512
     727  dDocent_Contig_132608
     728  dDocent_Contig_33463
     729  dDocent_Contig_80619
     730  dDocent_Contig_8832
     731  dDocent_Contig_27566
     732  dDocent_Contig_14002
     733  dDocent_Contig_37004
     734  dDocent_Contig_54301
     735  dDocent_Contig_39804
     736  dDocent_Contig_69714
     737  dDocent_Contig_132939
     738  dDocent_Contig_18793
     739  dDocent_Contig_104805
     740  dDocent_Contig_24830
     741  dDocent_Contig_11278
     742  dDocent_Contig_11549
     743  dDocent_Contig_93533
     744  dDocent_Contig_32497
     745  dDocent_Contig_112785
     746  dDocent_Contig_150691
     747  dDocent_Contig_8890
     748  dDocent_Contig_36443
     749  dDocent_Contig_25981
     750  dDocent_Contig_37969
     751  dDocent_Contig_109389
     752  dDocent_Contig_122919
     753  dDocent_Contig_51294
     754  dDocent_Contig_14093
     755  dDocent_Contig_107419
     756  dDocent_Contig_89914
     757  dDocent_Contig_29926
     758  dDocent_Contig_147376
     759  dDocent_Contig_60307
     760  dDocent_Contig_77301
     761  dDocent_Contig_4860
     762  dDocent_Contig_31653
     763  dDocent_Contig_71140
     764  dDocent_Contig_17804
     765  dDocent_Contig_3308
     766  dDocent_Contig_75515
     767  dDocent_Contig_64470
     768  dDocent_Contig_155328
     769  dDocent_Contig_33538
     770  dDocent_Contig_1544
     771  dDocent_Contig_112713
     772  dDocent_Contig_106671
     773  dDocent_Contig_832
     774  dDocent_Contig_58155
     775  dDocent_Contig_37584
     776  dDocent_Contig_126222
     777  dDocent_Contig_23778
     778  dDocent_Contig_117772
     779  dDocent_Contig_102780
     780  dDocent_Contig_18119
     781  dDocent_Contig_26009
     782  dDocent_Contig_125225
     783  dDocent_Contig_13724
     784  dDocent_Contig_179113
     785  dDocent_Contig_19933
     786  dDocent_Contig_139799
     787  dDocent_Contig_44753
     788  dDocent_Contig_32391
     789  dDocent_Contig_7811
     790  dDocent_Contig_42511
     791  dDocent_Contig_13262
     792  dDocent_Contig_4894
     793  dDocent_Contig_154168
     794  dDocent_Contig_27934
     795  dDocent_Contig_9141
     796  dDocent_Contig_74660
     797  dDocent_Contig_146613
     798  dDocent_Contig_71842
     799  dDocent_Contig_26100
     800  dDocent_Contig_1269
     801  dDocent_Contig_135044
     802  dDocent_Contig_17609
     803  dDocent_Contig_95068
     804  dDocent_Contig_126120
     805  dDocent_Contig_50818
     806  dDocent_Contig_123728
     807  dDocent_Contig_1
     808  dDocent_Contig_33307
     809  dDocent_Contig_65067
     810  dDocent_Contig_44754
     811  dDocent_Contig_34993
     812  dDocent_Contig_74263
     813  dDocent_Contig_112834
     814  dDocent_Contig_73777
     815  dDocent_Contig_99813
     816  dDocent_Contig_98739
     817  dDocent_Contig_7037
     818  dDocent_Contig_26905
     819  dDocent_Contig_37900
     820  dDocent_Contig_33443
     821  dDocent_Contig_16727
     822  dDocent_Contig_17458
     823  dDocent_Contig_100570
     824  dDocent_Contig_26167
     825  dDocent_Contig_174999
     826  dDocent_Contig_12639
     827  dDocent_Contig_21482
     828  dDocent_Contig_8622
     829  dDocent_Contig_251205
     830  dDocent_Contig_30898
     831  dDocent_Contig_1915
     832  dDocent_Contig_47987
     833  dDocent_Contig_95891
     834  dDocent_Contig_56879
     835  dDocent_Contig_11584
     836  dDocent_Contig_81726
     837  dDocent_Contig_53806
     838  dDocent_Contig_85587
     839  dDocent_Contig_136921
     840  dDocent_Contig_50411
     841  dDocent_Contig_185115
     842  dDocent_Contig_2445
     843  dDocent_Contig_8079
     844  dDocent_Contig_113837
     845  dDocent_Contig_52904
     846  dDocent_Contig_23985
     847  dDocent_Contig_77280
     848  dDocent_Contig_2143
     849  dDocent_Contig_90521
     850  dDocent_Contig_15192
     851  dDocent_Contig_33768
     852  dDocent_Contig_64534
     853  dDocent_Contig_18537
     854  dDocent_Contig_95592
     855  dDocent_Contig_15966
     856  dDocent_Contig_26085
     857  dDocent_Contig_102575
     858  dDocent_Contig_57420
     859  dDocent_Contig_52762
     860  dDocent_Contig_37937
     861  dDocent_Contig_45385
     862  dDocent_Contig_29250
     863  dDocent_Contig_42364
     864  dDocent_Contig_21892
     865  dDocent_Contig_5565
     866  dDocent_Contig_112392
     867  dDocent_Contig_123433
     868  dDocent_Contig_129186
     869  dDocent_Contig_180292
     870  dDocent_Contig_38640
     871  dDocent_Contig_35308
     872  dDocent_Contig_18967
     873  dDocent_Contig_17651
     874  dDocent_Contig_59580
     875  dDocent_Contig_144263
     876  dDocent_Contig_170161
     877  dDocent_Contig_39028
     878  dDocent_Contig_67521
     879  dDocent_Contig_53449
     880  dDocent_Contig_41338
     881  dDocent_Contig_21362
     882  dDocent_Contig_183842
     883  dDocent_Contig_72650
     884  dDocent_Contig_104457
     885  dDocent_Contig_66997
     886  dDocent_Contig_178494
     887  dDocent_Contig_94187
     888  dDocent_Contig_8712
     889  dDocent_Contig_146526
     890  dDocent_Contig_30443
     891  dDocent_Contig_155350
     892  dDocent_Contig_7790
     893  dDocent_Contig_43340
     894  dDocent_Contig_24897
     895  dDocent_Contig_30651
     896  dDocent_Contig_65686
     897  dDocent_Contig_21317
     898  dDocent_Contig_104041
     899  dDocent_Contig_65431
     900  dDocent_Contig_77205
     901  dDocent_Contig_50547
     902  dDocent_Contig_120418
     903  dDocent_Contig_25264
     904  dDocent_Contig_122103
     905  dDocent_Contig_389
     906  dDocent_Contig_107315
     907  dDocent_Contig_191291
     908  dDocent_Contig_7610
     909  dDocent_Contig_24672
     910  dDocent_Contig_23345
     911  dDocent_Contig_16329
     912  dDocent_Contig_68601
     913  dDocent_Contig_52080
     914  dDocent_Contig_7825
     915  dDocent_Contig_40736
     916  dDocent_Contig_71657
     917  dDocent_Contig_2498
     918  dDocent_Contig_24524
     919  dDocent_Contig_126335
     920  dDocent_Contig_24887
     921  dDocent_Contig_30914
     922  dDocent_Contig_9123
     923  dDocent_Contig_16531
     924  dDocent_Contig_115364
     925  dDocent_Contig_25942
     926  dDocent_Contig_4252
     927  dDocent_Contig_39528
     928  dDocent_Contig_123809
     929  dDocent_Contig_23312
     930  dDocent_Contig_113446
     931  dDocent_Contig_72900
     932  dDocent_Contig_32959
     933  dDocent_Contig_8749
     934  dDocent_Contig_42492
     935  dDocent_Contig_34262
     936  dDocent_Contig_116585
     937  dDocent_Contig_16432
     938  dDocent_Contig_1119
     939  dDocent_Contig_1986
     940  dDocent_Contig_31676
     941  dDocent_Contig_48380
     942  dDocent_Contig_108862
     943  dDocent_Contig_84711
     944  dDocent_Contig_92915
     945  dDocent_Contig_18523
     946  dDocent_Contig_92261
     947  dDocent_Contig_30906
     948  dDocent_Contig_52607
     949  dDocent_Contig_31231
     950  dDocent_Contig_2677
     951  dDocent_Contig_2993
     952  dDocent_Contig_56700
     953  dDocent_Contig_44738
     954  dDocent_Contig_147903
     955  dDocent_Contig_78419
     956  dDocent_Contig_16541
     957  dDocent_Contig_14856
     958  dDocent_Contig_2865
     959  dDocent_Contig_57737
     960  dDocent_Contig_101567
     961  dDocent_Contig_18905
     962  dDocent_Contig_86933
     963  dDocent_Contig_4186
     964  dDocent_Contig_31926
     965  dDocent_Contig_8778
     966  dDocent_Contig_601
     967  dDocent_Contig_6697
     968  dDocent_Contig_240073
     969  dDocent_Contig_69609
     970  dDocent_Contig_38921
     971  dDocent_Contig_42317
     972  dDocent_Contig_153230
     973  dDocent_Contig_11586
     974  dDocent_Contig_15266
     975  dDocent_Contig_20697
     976  dDocent_Contig_9920
     977  dDocent_Contig_112804
     978  dDocent_Contig_62330
     979  dDocent_Contig_39480
     980  dDocent_Contig_20719
     981  dDocent_Contig_61662
     982  dDocent_Contig_4825
     983  dDocent_Contig_15111
     984  dDocent_Contig_204098
     985  dDocent_Contig_22904
     986  dDocent_Contig_33648
     987  dDocent_Contig_30125
     988  dDocent_Contig_156446
     989  dDocent_Contig_5834
     990  dDocent_Contig_107529
     991  dDocent_Contig_39756
     992  dDocent_Contig_13150
     993  dDocent_Contig_23249
     994  dDocent_Contig_20825
     995  dDocent_Contig_54998
     996  dDocent_Contig_30978
     997  dDocent_Contig_33490
     998  dDocent_Contig_107
     999  dDocent_Contig_132842
    1000  dDocent_Contig_17533
    1001  dDocent_Contig_82522
    1002  dDocent_Contig_8058
    1003  dDocent_Contig_4921
    1004  dDocent_Contig_9046
    1005  dDocent_Contig_35005
    1006  dDocent_Contig_1044
    1007  dDocent_Contig_1670
    1008  dDocent_Contig_8910
    1009  dDocent_Contig_102652
    1010  dDocent_Contig_141776
    1011  dDocent_Contig_29194
    1012  dDocent_Contig_40386
    1013  dDocent_Contig_16965
    1014  dDocent_Contig_45951
    1015  dDocent_Contig_92706
    1016  dDocent_Contig_116647
    1017  dDocent_Contig_5475
    1018  dDocent_Contig_30002
    1019  dDocent_Contig_31645
    1020  dDocent_Contig_11840
    1021  dDocent_Contig_48689
    1022  dDocent_Contig_183222
    1023  dDocent_Contig_64602
    1024  dDocent_Contig_45509
    1025  dDocent_Contig_182961
    1026  dDocent_Contig_22203
    1027  dDocent_Contig_142516
    1028  dDocent_Contig_42956
    1029  dDocent_Contig_60299
    1030  dDocent_Contig_92214
    1031  dDocent_Contig_22827
    1032  dDocent_Contig_4346
    1033  dDocent_Contig_7072
    1034  dDocent_Contig_48487
    1035  dDocent_Contig_58294
    1036  dDocent_Contig_4871
    1037  dDocent_Contig_72659
    1038  dDocent_Contig_16055
    1039  dDocent_Contig_11632
    1040  dDocent_Contig_16995
    1041  dDocent_Contig_81218
    1042  dDocent_Contig_28201
    1043  dDocent_Contig_123990
    1044  dDocent_Contig_50879
    1045  dDocent_Contig_8714
    1046  dDocent_Contig_144398
    1047  dDocent_Contig_162092
    1048  dDocent_Contig_57847
    1049  dDocent_Contig_55264
    1050  dDocent_Contig_96069
    1051  dDocent_Contig_115841
    1052  dDocent_Contig_64964
    1053  dDocent_Contig_50045
    1054  dDocent_Contig_25266
    1055  dDocent_Contig_4769
    1056  dDocent_Contig_18598
    1057  dDocent_Contig_44574
    1058  dDocent_Contig_3873
    1059  dDocent_Contig_103300
    1060  dDocent_Contig_98185


**** Locus dDocent_Contig_7182 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      896      478      209  0.4761  0.4805
     2      247      205       21  0.1312  0.1283
     3      507      375       66  0.2694  0.2711
     4      134      122        6  0.0712  0.0705
     5       98       94        2  0.0521  0.0524

Number of individuals typed:                                 941
  Heterozygotes:                                             637
  Homozygotes:                                               304
Number of alleles:                                             5
Observed heterozygosity:                                       0.6769
Expected heterozygosity:                                       0.6761
Polymorphic information content (PIC):                         0.6276
Average non-exclusion probability (first parent):              0.7367
Average non-exclusion probability (second parent):             0.5657
Average non-exclusion probability (parent pair):               0.3812
Average non-exclusion probability (identity):                  0.1533
Average non-exclusion probability (sib identity):              0.4504
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                            4.8168
  Degrees of freedom:                                          6
  P-value:                                                     0.5675
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0027


**** Locus dDocent_Contig_42401 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      917      487      215  0.4836  0.4906
     2      862      468      197  0.4546  0.4536
     3      117      109        4  0.0617  0.0615

Number of individuals typed:                                 948
  Heterozygotes:                                             532
  Homozygotes:                                               416
Number of alleles:                                             3
Observed heterozygosity:                                       0.5612
Expected heterozygosity:                                       0.5559
Polymorphic information content (PIC):                         0.4555
Average non-exclusion probability (first parent):              0.8457
Average non-exclusion probability (second parent):             0.7428
Average non-exclusion probability (parent pair):               0.6156
Average non-exclusion probability (identity):                  0.2976
Average non-exclusion probability (sib identity):              0.5466
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6617
  Degrees of freedom:                                          1
  P-value:                                                     0.4160
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0057


**** Locus dDocent_Contig_15113 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      177      155       11  0.0938  0.0923
     2     1035      469      283  0.5488  0.5499
     3      356      284       36  0.1888  0.1872
     4      166      152        7  0.0880  0.0882
     5       86       80        3  0.0456  0.0450
     6       41       41        0  0.0217  0.0220
     7        5        5        0  0.0027  0.0027
     8       13       13        0  0.0069  0.0069
     9        7        7        0  0.0037  0.0037

Number of individuals typed:                                 943
  Heterozygotes:                                             603
  Homozygotes:                                               340
Number of alleles:                                             9
Observed heterozygosity:                                       0.6394
Expected heterozygosity:                                       0.6444
Polymorphic information content (PIC):                         0.6094
Average non-exclusion probability (first parent):              0.7523
Average non-exclusion probability (second parent):             0.5722
Average non-exclusion probability (parent pair):               0.3728
Average non-exclusion probability (identity):                  0.1613
Average non-exclusion probability (sib identity):              0.4683
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                            5.9925
  Degrees of freedom:                                         10
  P-value:                                                     0.8159
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0021


**** Locus dDocent_Contig_29529 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1188      476      356  0.6136  0.6248
     2      748      476      136  0.3864  0.3934

Number of individuals typed:                                 968
  Heterozygotes:                                             476
  Homozygotes:                                               492
Number of alleles:                                             2
Observed heterozygosity:                                       0.4917
Expected heterozygosity:                                       0.4744
Polymorphic information content (PIC):                         0.3618
Average non-exclusion probability (first parent):              0.8876
Average non-exclusion probability (second parent):             0.8191
Average non-exclusion probability (parent pair):               0.7269
Average non-exclusion probability (identity):                  0.3889
Average non-exclusion probability (sib identity):              0.6101
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.1766
  Degrees of freedom:                                          1
  P-value:                                                     0.2780
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0182


**** Locus dDocent_Contig_16626 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      246      220       13  0.1302  0.1320
     2      992      468      262  0.5249  0.5229
     3      652      400      126  0.3450  0.3341

Number of individuals typed:                                 945
  Heterozygotes:                                             544
  Homozygotes:                                               401
Number of alleles:                                             3
Observed heterozygosity:                                       0.5757
Expected heterozygosity:                                       0.5889
Polymorphic information content (PIC):                         0.5096
Average non-exclusion probability (first parent):              0.8268
Average non-exclusion probability (second parent):             0.6953
Average non-exclusion probability (parent pair):               0.5508
Average non-exclusion probability (identity):                  0.2482
Average non-exclusion probability (sib identity):              0.5178
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                            5.8394
  Degrees of freedom:                                          3
  P-value:                                                     0.1197
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0110


**** Locus dDocent_Contig_9205 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1484      334      575  0.7737  0.7716
     2      105       97        4  0.0547  0.0541
     3      329      273       28  0.1715  0.1717

Number of individuals typed:                                 959
  Heterozygotes:                                             352
  Homozygotes:                                               607
Number of alleles:                                             3
Observed heterozygosity:                                       0.3670
Expected heterozygosity:                                       0.3691
Polymorphic information content (PIC):                         0.3299
Average non-exclusion probability (first parent):              0.9319
Average non-exclusion probability (second parent):             0.8173
Average non-exclusion probability (parent pair):               0.6989
Average non-exclusion probability (identity):                  0.4372
Average non-exclusion probability (sib identity):              0.6748
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0117
  Degrees of freedom:                                          1
  P-value:                                                     0.9140
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0026


**** Locus dDocent_Contig_113555 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1804      120      842  0.9328  0.9279
     2      130      120        5  0.0672  0.0669

Number of individuals typed:                                 967
  Heterozygotes:                                             120
  Homozygotes:                                               847
Number of alleles:                                             2
Observed heterozygosity:                                       0.1241
Expected heterozygosity:                                       0.1255
Polymorphic information content (PIC):                         0.1175
Average non-exclusion probability (first parent):              0.9921
Average non-exclusion probability (second parent):             0.9412
Average non-exclusion probability (parent pair):               0.8928
Average non-exclusion probability (identity):                  0.7728
Average non-exclusion probability (sib identity):              0.8805
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0052


**** Locus dDocent_Contig_131627 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      302      270       16  0.1593  0.1642
     2     1594      270      662  0.8407  0.8666

Number of individuals typed:                                 948
  Heterozygotes:                                             270
  Homozygotes:                                               678
Number of alleles:                                             2
Observed heterozygosity:                                       0.2848
Expected heterozygosity:                                       0.2680
Polymorphic information content (PIC):                         0.2320
Average non-exclusion probability (first parent):              0.9641
Average non-exclusion probability (second parent):             0.8840
Average non-exclusion probability (parent pair):               0.8074
Average non-exclusion probability (identity):                  0.5719
Average non-exclusion probability (sib identity):              0.7591
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.3613
  Degrees of freedom:                                          1
  P-value:                                                     0.0668
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0307


**** Locus dDocent_Contig_3134 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1332      402      465  0.7108  0.7265
     2      178      164        7  0.0950  0.0958
     3      126      116        5  0.0672  0.0668
     4      238      192       23  0.1270  0.1222

Number of individuals typed:                                 937
  Heterozygotes:                                             437
  Homozygotes:                                               500
Number of alleles:                                             4
Observed heterozygosity:                                       0.4664
Expected heterozygosity:                                       0.4654
Polymorphic information content (PIC):                         0.4346
Average non-exclusion probability (first parent):              0.8849
Average non-exclusion probability (second parent):             0.7315
Average non-exclusion probability (parent pair):               0.5662
Average non-exclusion probability (identity):                  0.3166
Average non-exclusion probability (sib identity):              0.5966
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                           10.8642
  Degrees of freedom:                                          3
  P-value:                                                     0.0125
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0113


**** Locus dDocent_Contig_137582 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1632      234      699  0.8635  0.8847
     2      258      234       12  0.1365  0.1399

Number of individuals typed:                                 945
  Heterozygotes:                                             234
  Homozygotes:                                               711
Number of alleles:                                             2
Observed heterozygosity:                                       0.2476
Expected heterozygosity:                                       0.2359
Polymorphic information content (PIC):                         0.2080
Average non-exclusion probability (first parent):              0.9722
Average non-exclusion probability (second parent):             0.8960
Average non-exclusion probability (parent pair):               0.8239
Average non-exclusion probability (identity):                  0.6119
Average non-exclusion probability (sib identity):              0.7851
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.9938
  Degrees of freedom:                                          1
  P-value:                                                     0.1579
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0246


**** Locus dDocent_Contig_848 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1362      414      474  0.7168  0.7431
     2      391      315       38  0.2058  0.2071
